Country Name,Country Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Libya,LBY,7825.220686,8208.956755,8601.957836,8709.028767,8534.223623,8870.660932,3337.315927,7401.481635,6359.87314,4801.830731,4337.919139,4168.691677,5209.865701,5910.388762,5971.849646
Sri Lanka,LKA,2244.821288,2398.43236,2542.593553,2674.746321,2750.201906,2950.390721,3176.920341,3462.936684,3552.698559,3694.300426,3843.780672,3972.10259,4067.993065,4157.283876,4225.106303
Lesotho,LSO,835.6097832,873.6626167,911.6284267,961.8700492,948.3594912,995.581359,1037.248489,1096.828456,1109.037118,1119.771667,1146.064688,1178.018451,1132.009269,1109.255917,1096.216969
Lithuania,LTU,9762.560746,10655.11429,11980.10441,12420.40211,10695.4873,11102.48434,12041.87765,12673.59485,13257.00195,13844.43133,14258.22933,14804.29689,15655.69889,16436.97366,17234.323
Luxembourg,LUX,101181.3464,105571.7146,112372.6776,110050.5255,104532.3027,106501.2181,105247.914,104445.7319,105296.6015,105541.4839,105419.6085,108307.8863,107099.0479,107158.7363,108526.374
Latvia,LVA,10523.67968,11891.43762,13180.94534,12888.25214,11235.88167,10959.27048,11446.84698,12405.31807,12791.02264,13157.39161,13780.91355,14236.70623,14839.30822,15552.02045,16049.57936
Morocco,MAR,2109.062152,2242.397026,2294.51406,2401.601752,2472.793324,2534.259141,2631.454192,2673.045775,2754.849199,2788.72087,2875.257985,2867.015761,2950.212116,3004.63223,3044.906231
Moldova,MDA,1907.115121,2004.219389,2069.135002,2234.777879,2103.344616,2254.93281,2387.508583,2373.739891,2589.111312,2720.214802,2732.457113,2885.874216,3072.79692,3260.527376,3435.477444
Madagascar,MDG,471.1949165,482.3348883,495.3631328,513.733067,479.5599684,469.2405278,463.6627472,464.7431741,462.7077839,465.4162755,467.2354316,473.005165,478.6106571,480.8888925,488.9395504
Maldives,MDV,6589.127171,8109.574119,8534.904233,9119.296448,8222.044459,8521.838105,8892.911397,8732.629171,8954.556592,9181.711739,9033.41027,9190.003255,9437.906316,9822.53964,10197.09284
Mexico,MEX,8877.851291,9142.804774,9214.353534,9181.399967,8568.618149,8878.561377,9076.301453,9280.258638,9282.991933,9426.324588,9616.645558,9751.569083,9842.400712,9945.776845,9820.448553
North Macedonia,MKD,3600.952284,3779.675026,4017.792101,4230.733086,4207.804898,4339.96438,4433.887466,4408.296437,4530.682107,4687.296388,4861.553971,4994.558952,5043.692248,5184.694471,5386.200325
Mali,MLI,687.934849,696.6750709,697.348627,706.7108272,716.9127865,731.5337969,732.3973648,705.139447,700.6975972,728.8782936,751.4728866,772.1318362,789.0726281,802.0336182,815.3790987
Malta,MLT,18133.97158,18521.55613,19338.3447,19948.08282,19573.77112,20557.64638,20566.33643,21221.51164,22070.96727,23286.12311,24921.60368,25354.17544,26672.23187,27090.93248,27489.4212
Myanmar,MMR,542.2191403,609.9960293,681.8170593,752.6491477,825.6948861,902.541871,962.9954522,1017.014364,1088.059541,1167.630993,1196.743357,1313.40763,1380.152827,1459.643006,1548.45663
Montenegro,MNE,5010.949707,5433.450713,5795.467193,6203.040775,5831.045816,5979.519005,6166.08448,5993.088089,6199.727716,6304.192748,6514.272695,6704.845008,7020.287014,7378.500276,7680.74113
Mongolia,MNG,2068.398544,2216.922881,2411.166549,2587.777933,2514.916555,2629.648326,3028.16166,3335.793592,3650.601509,3860.325723,3875.321675,3858.515184,4000.83782,4233.972689,4394.988134
Mozambique,MOZ,383.7107749,409.2047841,428.7693646,447.6843601,463.1194882,479.8844861,501.5002444,523.2940376,544.4475127,568.5913343,589.85905,595.0776111,599.6915244,602.5301054,598.8133059
Mauritania,MRT,1378.595272,1585.356224,1510.165016,1462.3674,1421.8825,1417.049466,1433.335677,1453.811964,1470.153385,1488.776422,1524.071753,1499.836222,1549.57631,1575.31217,1620.994996
Mauritius,MUS,6316.442961,6592.950734,6938.849694,7286.245915,7507.827972,7817.841119,8123.596983,8384.323785,8646.992238,8954.557475,9260.447303,9609.250985,9966.769668,10335.84858,10643.77108
Malawi,MWI,289.0468576,294.5204004,313.8881112,328.3659413,345.6349986,358.9409028,365.7361036,362.1315659,370.3008243,380.5889783,380.5969877,379.6239342,384.4207507,390.8407067,401.3926721
Malaysia,MYS,7274.971097,7531.364872,7850.426535,8073.934416,7808.658008,8247.782262,8550.154638,8888.702522,9179.366821,9601.178003,9955.242722,10258.04151,10707.7483,11075.57648,11414.5787
Namibia,NAM,3680.65922,3875.022109,4011.639448,4043.64588,3982.226394,4147.315398,4282.036821,4420.72686,4587.978876,4782.03194,4896.61526,4808.650824,4670.94927,4632.390893,4506.173928
Niger,NER,411.1275495,419.5157838,416.746825,432.3193913,424.3267894,443.3512654,436.549668,464.1477367,470.0864632,482.1362248,484.1531374,492.5639681,497.7198853,513.6267859,523.8842345
Nigeria,NGA,1948.048436,2012.844772,2089.777154,2172.793771,2285.734601,2403.645256,2464.345044,2500.641181,2597.008957,2688.267243,2687.480056,2575.455449,2529.385248,2512.192392,2502.652281
Nicaragua,NIC,1573.053035,1616.079881,1674.941973,1708.820807,1630.088517,1679.037115,1761.214111,1850.700029,1916.277595,1981.747734,2049.851666,2115.934767,2185.913301,2086.033381,1984.816775
Netherlands,NLD,42184.80696,43574.77519,45120.52912,45920.67702,44009.89998,44372.65591,44851.27193,44225.18435,44037.59054,44503.99321,45175.23189,45920.31402,46978.4488,47807.58895,48424.25384
Norway,NOR,73036.74036,74189.56678,75624.4412,75043.52946,72823.30244,72426.56522,72194.781,73178.78495,73046.90503,73650.31354,74355.51586,74493.11794,75610.64948,75953.58195,76005.22479
Nepal,NPL,617.7939891,630.6874562,644.3944018,676.4507099,701.4083396,731.6618133,755.9141324,790.9881496,821.0732055,870.7816903,901.7496077,897.403788,964.8977952,1021.331877,1069.789098
New Zealand,NZL,35064.49646,35637.60724,36375.78281,35666.1902,35263.67132,35406.67675,35930.70084,36534.93666,37232.66132,38015.92958,38630.72659,39181.69283,39758.26432,40304.36143,40315.47098
Oman,OMN,19448.46521,19941.33827,20230.29946,21142.88633,21458.38681,20640.30778,19868.11831,20102.24051,19654.21611,18610.81158,18444.927,18459.22481,17774.45186,17393.54899,16694.13227
Pakistan,PAK,1175.437453,1216.555531,1246.579612,1239.420494,1246.367912,1238.873484,1245.737437,1262.299215,1290.368627,1322.720641,1356.667831,1402.087871,1449.533515,1502.891343,1489.653604
Panama,PAN,7815.225209,8337.585391,9169.15312,9893.695548,9840.332935,10232.3599,11193.99032,12079.54467,12695.23487,13113.26647,13630.30114,14062.44366,14596.74109,14880.66278,15073.00076
Peru,PER,3867.5274,4123.797525,4438.593961,4804.804797,4818.597212,5177.841284,5460.935651,5748.590835,6030.420249,6109.156884,6229.100674,6380.025857,6432.924329,6574.31669,6611.492764
Philippines,PHL,2077.767983,2149.329938,2250.609385,2309.726212,2304.836545,2433.008524,2484.489204,2610.967768,2740.456489,2866.822056,3001.043182,3167.502416,3338.441533,3500.933789,3664.79067
Poland,POL,8569.429971,9100.598829,9748.534077,10156.58426,10437.16185,10858.53483,11369.02962,11519.68501,11656.40309,12059.24671,12578.49547,12979.25526,13604.54047,14332.91589,15016.6733
Portugal,PRT,19216.30507,19493.39197,19942.82228,19977.6625,19335.50252,19662.45203,19357.39531,18647.45676,18577.08158,18825.47945,19242.36647,19692.98868,20433.26671,21049.15065,21608.71971
Paraguay,PRY,3922.558526,4049.162522,4208.04873,4420.35043,4349.674295,4767.277902,4904.146907,4803.050296,5130.453891,5329.369797,5413.776021,5570.605349,5762.732645,5871.281311,5774.16616
Palestine,PSE,2632.246274,2540.267631,2569.984341,2685.986018,2840.01595,2927.08102,3128.108111,3237.9162,3309.631202,3227.849345,3272.154324,3483.099035,3462.979861,3417.794408,3378.434621
Qatar,QAT,57624.12724,61522.39931,60926.7383,60799.13225,59090.90637,63001.71005,65129.37741,63233.7087,62733.43064,62784.90093,63039.11263,62800.36806,60262.74609,59757.79609,59098.52871
Romania,ROU,6299.409918,6845.611332,7450.054733,8280.304395,7888.895847,7626.294198,7809.976847,8004.909206,8337.673611,8670.975807,8969.148921,9444.994917,10195.07473,10714.01536,11221.70839
Russia,RUS,7323.379289,7949.890356,8640.398801,9093.692616,8381.861175,8755.113368,9124.467601,9475.682559,9621.509885,9520.940335,9313.013625,9313.968066,9473.180096,9739.899916,9942.374057
Rwanda,RWA,456.590745,487.5189902,511.6951103,553.8304407,572.9021485,599.2074262,630.9322169,668.7991129,683.401662,707.7367654,751.0773926,775.4756879,785.3046337,830.4293412,885.5996116
Saudi Arabia,SAU,18683.38383,18669.62029,18496.33117,19117.93565,18202.69916,18568.36986,19813.25892,20249.8045,20175.55795,20327.67496,20627.92693,20503.38177,19946.95537,20067.77873,19801.87422
Sudan,SDN,1302.553063,1349.621566,1388.205648,1402.908119,1328.226518,1344.171288,1423.379128,1314.220253,1308.153588,1336.501782,1329.635962,1343.134389,1320.646097,1254.859074,1198.517867
Senegal,SEN,1133.71699,1130.363966,1132.006682,1142.866887,1142.86595,1149.646473,1133.193343,1146.178064,1141.42689,1178.912893,1219.249415,1260.848057,1316.844688,1360.239278,1381.601793
Singapore,SGP,41726.11407,44082.29215,46098.42873,44526.02174,43255.4559,48668.57662,50685.2962,51663.4924,53292.61327,54676.70442,55646.61875,56757.91827,59271.05682,61056.58403,61173.90477
Sierra Leone,SLE,471.8881603,476.3288206,500.9282349,515.57811,520.2143399,535.820735,556.8468994,627.1159414,740.3311333,757.1691812,588.2288628,610.4900558,622.5303183,630.4824554,649.7603019
El Salvador,SLV,3140.032963,3261.763941,3308.049627,3364.100436,3280.020388,3334.932842,3447.350131,3528.867124,3591.427069,3636.010312,3705.579704,3781.378574,3846.973934,3920.526278,3993.529062
Somalia,SOM,,,,,,,,,330.4187817,345.7007906,386.437817,407.4258551,406.4272313,425.4165994,446.8542142
Serbia,SRB,4404.960887,4648.198088,4967.620857,5270.959534,5147.570156,5206.087957,5354.201659,5343.580053,5524.969135,5462.73603,5588.980728,5805.899396,5959.522673,6261.527139,6567.909564
South Sudan,SSD,,,,2310.332481,2319.217438,2352.416049,2169.70593,1137.12983,1256.444415,1274.239618,1119.651437,,,,
Suriname,SUR,7550.378545,7895.634756,8203.608993,8445.364956,8600.246621,8941.993263,9358.026438,9502.017794,9672.669637,9592.518694,9168.237157,8628.855726,8677.782174,9020.440787,9035.197014
Slovak Republic,SVK,11421.30417,12390.76604,13728.93094,14481.87906,13673.58207,14520.56149,14884.32285,15060.83278,15143.1646,15540.63222,16335.6454,16629.74464,17098.78782,17723.02119,18160.17889
Slovenia,SVN,19231.66415,20271.99768,21566.07868,22287.73996,20419.95612,20604.30164,20738.64647,20148.90054,19914.46388,20445.60933,20881.76693,21532.51516,22554.68652,23466.93053,24061.60388
Sweden,SWE,45990.37433,47864.81086,49145.19583,48544.11589,46043.48094,48369.91004,49539.97261,48885.54842,49048.81875,49855.30101,51545.48361,51955.86107,52576.81028,52983.00686,53490.35182
